cluster_1,,Other,Other,Other,Other,basal,basal,basal,basal,fibroblasts,fibroblasts,fibroblasts,fibroblasts,luminal,luminal,luminal,luminal
NRG1,GPC1,0,0,0,0,0.16569192707538605,0.0758545845746994,0.24673622846603394,0,0,0,0,0,0,0,0,0
SHH,GPC1,0,0,0,0,1.1165835857391357,1.0267462730407715,1.1976279020309448,0,0,0,0,0,0,0,0,0
BMP2,GPC1,0,0,0,0,0,0,0,0,0.3007623553276062,0.21092501282691956,0.3818066716194153,0,0,0,0,0
NRG1,MS4A4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,NGFR,0,0,0,0,0,0,0,0,0,0,0.22176522016525269,0,0,0,0,0
IL2,NGFR,0,0,0.1308382898569107,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,NGFR,0,0,0,0,0,0,0,0,0,0,0.12043101340532303,0,0,0,0,0
NTS,NGFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTR,NGFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,SORCS2,0,0,0,0,0,0,0,0,0,0,0.27447885274887085,0,0,0,0,0
NGF,MAGED1,0,0,0,0,0,0,0,0,0,0.4441683888435364,0.37187379598617554,0.3783944845199585,0,0,0,0
IL4,IL13RA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF9,IL13RA2,0,0,0,0,0,0,0,0,0,0,0.3669106066226959,0,0,0,0,0
IL13,IL13RA2,0,0,0.09550409018993378,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,IL12RB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,IL12RB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12A,IL12RB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12B,IL12RB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,IL12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,IL12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,SELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,SELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAN,SELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34,SELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,IL2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,IL2RA,0.058676593005657196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RN,IL2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8A,IL2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMA,F2RL1,0,0.6224461793899536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,F2RL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,F2RL1,0,0,0,0,0,0.3207733631134033,0,0,0,0.3388318419456482,0,0,0,0,0,0
PRSS2,F2RL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMA,RYR2,0,0,0.6426316499710083,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,RYR2,0,0,0,0,0,0,0,0,0,0,0.08204052597284317,0,0,0,0,0
GSTM2,RYR2,0,0,0,0,0,0,0.31135809421539307,0,0,0,0.2764790654182434,0,0,0,0.6390679478645325,0
PF4,PROCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBEGF,PRLR,0,0,0,0,0,0.07045632600784302,0,0.6810669898986816,0,0,0,0,0,0,0,0
CSF1,CSF3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,CSF3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,CSF3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD80,CD3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOD,LEPR,0,0,0,0,0,0,0,0,0,0,1.2243233919143677,0,0,0,0,0
IL5,IL5RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELN,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA4,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMC2,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NID1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A3,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA3,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMC3,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA2,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZGP1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAD,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,IGHG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,CDH11,0,0,0.2270365059375763,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,CDH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP2,CDH11,0,0,0,0,0,0,0,0,0,0,0.3340795040130615,0,0,0,0,0
CALCA,CDH11,0,0,0.27878451347351074,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,CDH11,0,0,0,0,0,0,0,0,0,0,0.5005391836166382,0,0,0,0,0
CSF2,CD86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8A,CD86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,SPHK1,0,0,0,0,0,0,0.36622247099876404,0,0,0,0.15703058242797852,0,0,0,0,0
TNF,SPHK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB2,SPHK1,0,0,0,0,0,0,0,0,0,0,0.2802901566028595,0,0,0,0,0
PDGFA,SPHK1,0,0,0,0,0,0,0.8125317096710205,0,0,0,0,0,0,0,0,0
PDGFB,SPHK1,0,0,0.16221968829631805,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB2,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB2,ACVR1,0,0,0,0,0,0,0,0,0,0,0.24039560556411743,0,0,0,0,0
ANGPT1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A5,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,ICOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,SEMA4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,MYLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML3,MYLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF9,TNFRSF9,0,0,0,0,0,0,0,0,0.3578987419605255,0,0,0,0,0,0,0
IL2,TNFRSF9,0.10044993460178375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHH,HHIP,0,0,0,0,0,0,0.9956623315811157,0,0,0,0,0,0,0,0,0
IHH,HHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHH,GAS1,0,0,0,0,0,0,1.688326358795166,0,0,0,0,0,0,0,0,0
SHH,SCUBE2,0,0,0,0,0,0,0.9673537015914917,0.9985897541046143,0,0,0,0,0,0,0,0
CXCL12,ACKR3,0,0,0,0,0,1.588736891746521,0.33652928471565247,0,0,1.9899965524673462,0.7377889752388,0,0,0,0,0
TFF3,ACKR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD80,CD8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,TNFRSF18,0.19437645375728607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF18,TNFRSF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP2,BMPR2,0,0,0,0,0,0,0,0,0,0,0.17815811932086945,0,0,0,0,0
BMP6,BMPR2,0,0,0,0,0,0,0,0,0,0,0.07872016727924347,0,0,0,0,0
BMP4,BMPR2,0,0,0,0,0,0,0.04618149995803833,0,0,0,0.41928017139434814,0,0,0,0,0
BMP5,BMPR2,0,0,0,0,0,0,0,0,0,0,0.07069134712219238,0,0,0,0,0
GDF10,BMPR2,0,0,0,0,0,0,0,0,0,0,0.46320411562919617,0,0,0,0,0
GDF3,BMPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FST,BMPR2,0,0,0,0,0,0,0,0,0,0,0.239333838224411,0,0,0,0,0
BMP1,BMPR2,0,0,0,0,0,0,0.09952409565448761,0,0,0,0.14561444520950317,0,0,0,0,0
BMP3,BMPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05877045914530754,0
BMP2,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0.30941975116729736,0,0,0,0
BMP6,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0.2099817991256714,0,0,0,0
BMP4,BMPR1B,0,0,0,0,0,0,0,0.17744313180446625,0,0,0,0.5505418181419373,0,0,0,0
BMP5,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0.2019529789686203,0,0,0,0
GDF10,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0.5944657325744629,0,0,0,0
GDF3,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FST,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0.37059545516967773,0,0,0,0
BMP1,BMPR1B,0,0,0,0,0,0,0,0.23078572750091553,0,0,0,0.2768760919570923,0,0,0,0
BMP3,BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19003209471702576
BMP2,ACVR1,0,0,0,0,0,0,0,0,0,0,0.22162629663944244,0,0,0,0,0
INHBA,ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP6,ACVR1,0,0,0,0,0,0,0,0,0,0,0.12218834459781647,0,0,0,0,0
BMP4,ACVR1,0,0,0,0,0,0,0.08964968472719193,0,0,0,0.46274834871292114,0,0,0,0,0
INHBB,ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHA,ACVR1,0,0,0,0,0,0,0.3278484344482422,0,0,0,0,0,0,0,0,0
BMP5,ACVR1,0,0,0,0,0,0,0,0,0,0,0.11415952444076538,0,0,0,0,0
BMP3,ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10223864018917084,0
BMP4,PDCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD274,PDCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM3C,LAMP1,0,0,0,0,0,0,0.2646598219871521,0.17058688402175903,0,0,0.20505312085151672,0.11098019033670425,0,0,0,0
LGALS1,CD69,0.09947896003723145,0,0,0,0,0,0,0,0.5843838453292847,0,0,0,0,0,0,0
S100A8,CD69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL9,CD69,0,0,0,0,0,0,0,0,0.5042496919631958,0,0,0,0,0,0,0
HHIP,SHH,0,0,0,0,0,0,0,0,0,0.9956623315811157,0,0,0,0,0,0
OSM,PLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB2,PLAT,0,0,0,0,0,0,0,0,0,0,0.3480790853500366,0,0,0,0,0
TGFB2,GREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHBA,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHBB,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHA,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF10,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF3,ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHBA,BAMBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INHBB,BAMBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK,PTPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTN,PTPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNC,PTPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO3,LGR5,0,0,0,0,0,0,0,0,0,0.40146610140800476,0.4937842786312103,0,0,0,0,0
GDNF,GFRA1,0,0,0,0,0,0,0,0,0,0,0.41298913955688477,0,0,0,0,0
GDNF,GFRA3,0,0,0,0,0,0,0,0,0.018319958820939064,0,0,0,0,0,0,0
GDNF,EDNRB,0,0,0,0,0,0,0,0,0,0,0.1799108386039734,0,0,0,0,0
EDN1,EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN2,EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN3,EDNRB,0,0,0,0,0,0,0,0,0,0,0.3377361297607422,0,0,0,0,0
IL5,PTAFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF3,TDGF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK,TSPAN1,0,0,0,0,0,0,0,0,0,0,0,1.406457781791687,0,0,0,0
MDK,ITGA4,0,0,0,0,0,0,0,0,0.550379753112793,0,0,0,0,0,0,0
CXCL12,ITGA4,0,0,0,0,0.25068938732147217,0,0,0,0.6519491076469421,0,0,0,0,0,0,0
VEGFD,ITGA4,0,0,0,0,0,0,0,0,0.43268758058547974,0,0,0,0,0,0,0
RELN,ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGA4,0,0,0,0,0,0,0,0,0.9865748882293701,0,0,0,0,0,0,0
THBS1,ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGA4,0,0,0,0,0,0,0,0,0.3524765372276306,0,0,0,0,0,0,0
VWF,ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAM1,ITGA4,0,0,0,0,0,0,0,0,0.4478476643562317,0,0,0,0,0,0,0
VCAN,ITGA4,0,0,0,0,0,0,0,0,0.321531742811203,0,0,0,0,0,0,0
LAMB1,ITGA4,0,0,0,0,0,0,0,0,0.5359309315681458,0,0,0,0,0,0,0
LAMA4,ITGA4,0,0,0,0,0,0,0,0,0.42405974864959717,0,0,0,0,0,0,0
LAMC2,ITGA4,0,0,0,0,0.21399390697479248,0,0,0,0,0,0,0,0,0,0,0
TNC,ITGA4,0,0,0,0,0,0,0,0,0.3886783719062805,0,0,0,0,0,0,0
COL6A3,ITGA4,0,0,0,0,0,0,0,0,0.6762564182281494,0,0,0,0,0,0,0
LAMA3,ITGA4,0,0,0,0,0.4239150881767273,0,0,0,0,0,0,0,0,0,0,0
ICAM4,ITGA4,0,0,0,0,0,0,0,0,0.1998070329427719,0,0,0,0,0,0,0
LAMC3,ITGA4,0,0,0,0,0,0,0,0,0.7822718620300293,0,0,0,0,0,0,0
SPP1,ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA2,ITGA4,0,0,0,0,0,0,0,0,0.9700186252593994,0,0,0,0,0,0,0
CHAD,ITGA4,0.20399782061576843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPON2,ITGA4,0,0,0,0,1.2636253833770752,0,0,0,0.31888049840927124,0,0,0,0,0,0,0
COL6A6,ITGA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGA4,0,0,0,0,0,0,0,0,0.47650146484375,0,0,0,0,0,0,0
CYR61,ITGB1,0,0,0,0,0,0,0.48911651968955994,0,0,0,0.12989173829555511,0,0,0,0,0
AFDN,NECTIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,NECTIN2,0,0,0,0,0,0,0,0,0,0.8608955144882202,0,0,0,0,0,0
AFDN,NRXN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,AVPR1A,0,0,0,0,0,0,0.3108330965042114,0,0,0,0.7120928168296814,0,0,0,0,0
ADM,RAMP2,0,0,0,0,0,0,1.2248759269714355,0,0,0,0.428019255399704,0,0,0,0,0
CALCA,RAMP2,0,0,0.48901432752609253,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,RAMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPP,RAMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4082750082015991,0
GHRH,RAMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,RAMP2,0,0,0,0,0,0,0,0,0,0,0.4280587434768677,0,0,0,0,0
SCT,RAMP2,0,0,0,0,0,0,0,0,0,0,0.4633138179779053,0,0,0,0,0
ADM,RAMP3,0,0,0,0,0.9023549556732178,0,0,0,0.10549822449684143,0,0,0,0,0,0,0
CALCA,RAMP3,0.16649329662322998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,RAMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPP,RAMP3,0,0,0,0,0,0,0,0,0,0,0,0,0.08575399965047836,0,0,0
GHRH,RAMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,RAMP3,0,0,0,0,0,0,0,0,0.10553772747516632,0,0,0,0,0,0,0
SCT,RAMP3,0,0,0,0,0,0,0,0,0.14079280197620392,0,0,0,0,0,0,0
ADM,RAMP1,0,0,0,0,0.996357798576355,0,0.9350387454032898,0.8393458127975464,0.1995011270046234,0,0.13818205893039703,0.04248910769820213,0,0,0,0
CALCA,RAMP1,0.26049619913101196,0,0.19917713105678558,0.10348418354988098,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,RAMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPP,RAMP1,0,0,0,0,0,0,0,0,0,0,0,0,0.17975689470767975,0,0.11843782663345337,0.022744879126548767
ADM,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCA,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPP,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHRH,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCT,ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADM,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCA,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAPP,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHRH,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCT,GPR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLN,APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APELA,APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNG1,BDKRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNG1,CD93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMRN2,CD93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN1,ADGRL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN1,CYSLTR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,NRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3C,NRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,NRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3G,NRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRP1,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,ITGA2,0,0,0,0,0,0,0,0,0.36175867915153503,0,0,0,0,0,0,0
RELN,ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGA2,0,0,0,0,0,0,0,0,0.915645956993103,0,0,0,0,0,0,0
THBS1,ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGA2,0,0,0,0,0,0,0,0,0.2815476059913635,0,0,0,0,0,0,0
VWF,ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,ITGA2,0,0,0,0,0,0,0,0,0.46500200033187866,0,0,0,0,0,0,0
LAMA4,ITGA2,0,0,0,0,0,0,0,0,0.35313084721565247,0,0,0,0,0,0,0
LAMC2,ITGA2,0,0,0,0,0.1430649757385254,0,0,0,0,0,0,0,0,0,0,0
TNC,ITGA2,0,0,0,0,0,0,0,0,0.3177494406700134,0,0,0,0,0,0,0
COL6A3,ITGA2,0,0,0,0,0,0,0,0,0.6053274869918823,0,0,0,0,0,0,0
LAMA3,ITGA2,0,0,0,0,0.3529861867427826,0,0,0,0,0,0,0,0,0,0,0
LAMC3,ITGA2,0,0,0,0,0,0,0,0,0.7113429307937622,0,0,0,0,0,0,0
SPP1,ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA2,ITGA2,0,0,0,0,0,0,0,0,0.8990896940231323,0,0,0,0,0,0,0
CHAD,ITGA2,0.13306888937950134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,ITGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGA2,0,0,0,0,0,0,0,0,0.4055725634098053,0,0,0,0,0,0,0
SAA1,SCARB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS1,SCARB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOE,SCARB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAL,GALR2,0,0,0,0,0,0,0,0,0,0,0.10229982435703278,0,0,0,0,0
IL17B,IL17RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008658438920974731,0
IL33,IL1RL1,0,0,0,0,0,0,0.8060852289199829,0,0,0,0.43777644634246826,0,0,0,0,0
PROK2,PROKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY,NPY1R,0,0,0,0,0,0,0,0,0,0,0.16815970838069916,0,0,0,0,0
PYY,NPY1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY,NPY6R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYY,NPY6R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY,GPR83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYY,GPR83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLN1,RXFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,CD163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF4,CD163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1CAM,ITGA4,0.17075297236442566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A5,ITGB1,0,0,0,0,0,0,0,0,0,0,0.43285495042800903,0,0,0,0,0
RELN,ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGA8,0,0,0,0,0,0,0,0,0,0,0.8627782464027405,0,0,0,0,0
THBS1,ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGA8,0,0,0,0,0,0,0,0,0,0,0.22867988049983978,0,0,0,0,0
VWF,ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,ITGA8,0,0,0,0,0,0,0,0,0,0,0.4121342897415161,0,0,0,0,0
LAMA4,ITGA8,0,0,0,0,0,0,0,0,0,0,0.3002631366252899,0,0,0,0,0
LAMC2,ITGA8,0,0,0,0,0,0,0.09019725769758224,0,0,0,0,0,0,0,0,0
TNC,ITGA8,0,0,0,0,0,0,0,0,0,0,0.2648817300796509,0,0,0,0,0
COL6A3,ITGA8,0,0,0,0,0,0,0,0,0,0,0.5524597764015198,0,0,0,0,0
LAMA3,ITGA8,0,0,0,0,0,0,0.30011847615242004,0,0,0,0,0,0,0,0,0
LAMC3,ITGA8,0,0,0,0,0,0,0,0,0,0,0.6584752202033997,0,0,0,0,0
SPP1,ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA2,ITGA8,0,0,0,0,0,0,0,0,0,0,0.8462219834327698,0,0,0,0,0
CHAD,ITGA8,0,0,0.0802011713385582,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,ITGA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGA8,0,0,0,0,0,0,0,0,0,0,0.35270485281944275,0,0,0,0,0
PF4,THBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGFR4,PTPRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,ASGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,ASGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3D,NRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,WIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLFM2,ROBO2,0,0,0,0,0,0,0,0,0,0.3752700984477997,0.25020119547843933,0,0,0,0,0
SLIT3,ROBO2,0,0,0,0,0,0,0,0,0,0.6878914833068848,0.5628225803375244,0,0,0,0,0
SLIT3,ROBO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,SCARA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOE,TREM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLURP1,CHRNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS9,HAVCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS9,MRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGALS9,COLEC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAN,SELL,0,0,0,0,0,0,0,0,0.4668618440628052,0,0,0,0,0,0,0
CD34,SELL,0,0,0,0,0,0,0,0,0.944069504737854,0,0,0,0,0,0,0
PCSK1N,GPR171,0,0,0,0,0,0,0,0,0.25203803181648254,0,0,0,0,0,0,0
LAMB1,SV2C,0,0,0,0,0,0,0,0,0,0,0,0.4058458209037781,0,0,0,0
LAMA4,SV2C,0,0,0,0,0,0,0,0,0,0,0,0.2939746677875519,0,0,0,0
LAMC2,SV2C,0,0,0,0,0,0,0,0.083908811211586,0,0,0,0,0,0,0,0
LAMA3,SV2C,0,0,0,0,0,0,0,0.293830007314682,0,0,0,0,0,0,0,0
