source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
VCAM1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,16,True,12,,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,,protein,protein,False,True,11,5,18,ligand,receptor,False,False,True,True,False,True,CellTalkDB:11751331;HPRD:12097820;HPRD:19057841;IntAct:19738201;LRdb:11751331;LRdb:12097820;LRdb:19057841;Lit-BM-17:19738201;Lit-BM-17:22623428;connectomeDB2020:11751331;connectomeDB2020:12097820;connectomeDB2020:19057841,11751331;12097820;19057841;19738201;22623428,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P19320,P05556
VCAN,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,16,False,4,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,7,1,10,ligand,receptor,False,False,False,True,False,True,CellTalkDB:11805102;HPRD:11805102;LRdb:11805102;connectomeDB2020:11805102,11805102,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P13611,P05556
LGALS1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,16,False,5,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,5,1,5,ligand,receptor,False,False,False,True,False,True,CellTalkDB:14550305;HPRD:14550305;InnateDB:14550305;LRdb:14550305;connectomeDB2020:14550305,14550305,generic,generic,True,False,CellTalkDB;HPRD;InnateDB;LRdb;connectomeDB2020,True,False,post_translational,P09382,P05556
LAMB1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,16,True,3,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,8,1,13,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10842354;LRdb:10842354;connectomeDB2020:10842354,10842354,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P07942,P05556
LAMA4,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,16,True,1,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,6,1,9,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Reactome_LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,Q16363,P05556
LAMC2,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,16,True,3,,CellCellInteractions;HGNC;CellChatDB;OmniPath,,protein,protein,False,True,7,1,12,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10842354;LRdb:10842354;connectomeDB2020:10842354,10842354,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q13753,P05556
NID1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,8,16,False,1,,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;HGNC;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Guide2Pharma;OmniPath,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P14543,P05556
TNC,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,16,True,5,,talklr;connectomeDB2020;iTALK;Almen2009;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:14715956;LRdb:14715956;Ramilowski2015:14715956;connectomeDB2020:14715956;talklr:14715956,14715956,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P24821,P05556
LUM,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,16,False,1,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;LRdb;Reactome_LRdb,True,False,post_translational,P51884,P05556
TFF2,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,16,True,0,,talklr;connectomeDB2020;iTALK;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q03403,P05556
TFF1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,4,16,True,0,,iTALK;CellCellInteractions;EMBRACE;GO_Intercell;HPMR;CellTalkDB;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P04155,P05556
COL6A3,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,16,True,1,,CellCellInteractions;HGNC;Surfaceome;OmniPath,,protein,protein,False,True,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P12111,P05556
LAMA3,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,16,True,1,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,3,1,4,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;LRdb;Reactome_LRdb;Wang,True,False,post_translational,Q16787,P05556
FBLN1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,16,False,4,,talklr;connectomeDB2020;iTALK;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:2527614;HPRD:2527614;LRdb:2527614;connectomeDB2020:2527614,2527614,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P23142,P05556
ICAM4,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,16,False,4,,talklr;connectomeDB2020;iTALK;CellCellInteractions;HGNC;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,7,1,10,ligand,receptor,False,False,True,True,False,True,CellTalkDB:11435317;HPRD:11435317;LRdb:11435317;connectomeDB2020:11435317,11435317,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q14773,P05556
LAMC3,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,16,True,1,,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,Q9Y6N6,P05556
SPP1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,16,True,6,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,10,3,14,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10593924;HPRD:10593924;LMPID:8910476;LRdb:10593924;connectomeDB2020:10593924;connectomeDB2020:7592829,10593924;7592829;8910476,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LMPID;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P10451,P05556
LAMA2,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,16,True,3,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;SignaLink_function;OmniPath,,protein,protein,False,True,8,1,13,ligand,receptor,False,False,False,True,False,True,CellTalkDB:11278916;LRdb:11278916;connectomeDB2020:11278916,11278916,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P24043,P05556
CHAD,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,16,True,3,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:9281592;LRdb:9281592;connectomeDB2020:9281592,9281592,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,O15335,P05556
SPON2,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,16,False,1,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:29440144,29440144,generic,generic,True,False,connectomeDB2020,True,False,post_translational,Q9BUD6,P05556
COL6A6,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,16,True,0,,HGNC;SignaLink_function;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,A6NMZ7,P05556
THBS4,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,16,True,0,,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35443,P05556
WISP1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,2,16,False,1,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:29330021,29330021,generic,generic,True,False,connectomeDB2020,True,False,post_translational,O95388,P05556
CSF3,PLAUR,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,14,True,0,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,True,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P09919,Q03405
IL1B,PLAUR,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,14,True,0,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,True,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P01584,Q03405
KNG1,PLAUR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,14,False,4,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,False,8,1,11,ligand,receptor,False,True,False,True,False,True,CellTalkDB:14764580;HPRD:14764580;LRdb:14764580;connectomeDB2020:14764580,14764580,generic,generic,True,True,Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P01042,Q03405
VTN,PLAUR,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,11,14,False,5,,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;GO_Intercell;CellTalkDB;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,9,1,14,ligand,receptor,False,True,False,True,False,True,Baccin2019:8830783;CellTalkDB:8830783;HPRD:8830783;LRdb:8830783;connectomeDB2020:8830783,8830783,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P04004,Q03405
IGLC1,FCGR2B,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,4,False,0,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,complex,protein,False,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,ICELLNET,True,False,post_translational,COMPLEX:P01857_P0CG04,P31994
CD80,CD3E,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,2,True,0,,Almen2009;CellCellInteractions;HGNC;HPMR;Surfaceome;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,False,False,Wang,True,False,post_translational,P33681,P07766
IL12B,CD3E,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,2,True,0,,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P29460,P07766
IGF1,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,18,3,False,1,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,False,True,False,True,ProtMapper:19167357,19167357,generic,generic,True,True,ProtMapper;Sparser_ProtMapper,True,False,post_translational,P05019,P05067
CD40LG,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,3,True,0,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;SignaLink_function;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P29965,P05067
IAPP,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,13,3,False,0,,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P10997,P05067
IL18,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,17,3,False,1,,HGNC;SignaLink_function;OmniPath,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,False,True,False,True,ProtMapper:22898493,22898493,generic,generic,True,True,ProtMapper;Sparser_ProtMapper,True,False,post_translational,Q14116,P05067
APOE,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,3,True,4,,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;Baccin2019;OmniPath,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1302,protein,protein,False,True,5,4,5,ligand,receptor,False,False,False,True,False,True,DIP:10428074;HPRD:10559559;IntAct:17116874;MPPI:9202294,10428074;10559559;17116874;9202294,generic,generic,True,True,DIP;HPRD;IntAct;MPPI;Wang,True,False,post_translational,P02649,P05067
SPON1,APP,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,3,False,2,,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,2,1,2,ligand,receptor,False,False,False,True,False,True,HPRD:14983046;connectomeDB2020:14983046,14983046,generic,generic,True,True,HPRD;connectomeDB2020,True,False,post_translational,Q9HCB6,P05067
KDR,PECAM1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,11,True,0,,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35968,P16284
IGF1,PDGFRB,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,18,True,1,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P05019,P09619
KIT,PDGFRB,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,18,False,1,Kirouac2010;OmniPath,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,2,1,6,ligand,receptor,False,False,True,True,False,True,KEA:17570479,17570479,generic,generic,False,False,HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite_MIMP;phosphoELM_MIMP,True,False,post_translational,P10721,P09619
